sample_a,sample_b,pair_type,similarity
杨戴/奔月__chunk003,蓝/狂人日记__chunk001,cross,0.764857
杨戴/奔月__chunk003,蓝/狂人日记__chunk002,cross,0.779194
杨戴/奔月__chunk003,蓝/狂人日记__chunk003,cross,0.859301
杨戴/奔月__chunk003,蓝/社戏__chunk001,cross,0.785654
杨戴/奔月__chunk003,蓝/社戏__chunk002,cross,0.794802
杨戴/奔月__chunk003,蓝/社戏__chunk003,cross,0.814432
杨戴/奔月__chunk003,蓝/社戏__chunk004,cross,0.865684
杨戴/奔月__chunk003,蓝/祝福__chunk001,cross,0.813503
杨戴/奔月__chunk003,蓝/祝福__chunk002,cross,0.768832
杨戴/奔月__chunk003,蓝/祝福__chunk003,cross,0.757022
杨戴/奔月__chunk003,蓝/祝福__chunk004,cross,0.793140
杨戴/奔月__chunk003,蓝/祝福__chunk005,cross,0.765157
杨戴/奔月__chunk003,蓝/祝福__chunk006,cross,0.795632
杨戴/奔月__chunk003,蓝/祝福__chunk007,cross,0.764308
杨戴/奔月__chunk003,蓝/离婚__chunk001,cross,0.847923
杨戴/奔月__chunk003,蓝/离婚__chunk002,cross,0.847021
杨戴/奔月__chunk003,蓝/离婚__chunk003,cross,0.820904
杨戴/奔月__chunk003,蓝/肥皂__chunk001,cross,0.851752
杨戴/奔月__chunk003,蓝/肥皂__chunk002,cross,0.869922
杨戴/奔月__chunk003,蓝/肥皂__chunk003,cross,0.869346
杨戴/奔月__chunk003,蓝/肥皂__chunk004,cross,0.835179
杨戴/奔月__chunk003,蓝/药__chunk001,cross,0.863415
杨戴/奔月__chunk003,蓝/药__chunk002,cross,0.862113
杨戴/奔月__chunk003,蓝/药__chunk003,cross,0.823554
杨戴/奔月__chunk003,蓝/铸剑__chunk001,cross,0.885506
杨戴/奔月__chunk003,蓝/铸剑__chunk002,cross,0.883840
杨戴/奔月__chunk003,蓝/铸剑__chunk003,cross,0.860290
杨戴/奔月__chunk003,蓝/铸剑__chunk004,cross,0.877607
杨戴/奔月__chunk003,蓝/铸剑__chunk005,cross,0.837870
杨戴/奔月__chunk003,蓝/铸剑__chunk006,cross,0.804110
杨戴/奔月__chunk003,蓝/铸剑__chunk007,cross,0.793787
杨戴/奔月__chunk003,蓝/阿Q正传__chunk001,cross,0.804538
杨戴/奔月__chunk003,蓝/阿Q正传__chunk002,cross,0.765047
杨戴/奔月__chunk003,蓝/阿Q正传__chunk003,cross,0.762963
杨戴/奔月__chunk003,蓝/阿Q正传__chunk004,cross,0.823161
杨戴/奔月__chunk003,蓝/阿Q正传__chunk005,cross,0.816767
杨戴/奔月__chunk003,蓝/阿Q正传__chunk006,cross,0.806570
杨戴/奔月__chunk003,蓝/阿Q正传__chunk007,cross,0.833127
杨戴/奔月__chunk003,蓝/阿Q正传__chunk008,cross,0.795723
杨戴/奔月__chunk003,蓝/阿Q正传__chunk009,cross,0.828499
杨戴/奔月__chunk003,蓝/阿Q正传__chunk010,cross,0.793601
杨戴/奔月__chunk003,蓝/阿Q正传__chunk011,cross,0.821568
杨戴/奔月__chunk003,蓝/阿Q正传__chunk012,cross,0.783992
杨戴/奔月__chunk003,蓝/阿Q正传__chunk013,cross,0.817729
杨戴/奔月__chunk003,蓝/阿Q正传__chunk014,cross,0.849972
杨戴/奔月__chunk003,蓝/阿Q正传__chunk015,cross,0.839964
杨戴/奔月__chunk003,蓝/阿Q正传__chunk016,cross,0.836241
杨戴/奔月__chunk003,蓝/阿Q正传__chunk017,cross,0.819015
杨戴/奔月__chunk003,蓝/风波__chunk001,cross,0.833233
杨戴/奔月__chunk003,蓝/风波__chunk002,cross,0.856041
杨戴/奔月__chunk003,蓝/风波__chunk003,cross,0.864788
杨戴/奔月__chunk004,杨戴/孤独者__chunk001,same,0.874648
杨戴/奔月__chunk004,杨戴/孤独者__chunk002,same,0.843631
杨戴/奔月__chunk004,杨戴/孤独者__chunk003,same,0.844470
杨戴/奔月__chunk004,杨戴/孤独者__chunk004,same,0.813309
杨戴/奔月__chunk004,杨戴/孤独者__chunk005,same,0.833266
杨戴/奔月__chunk004,杨戴/孤独者__chunk006,same,0.753066
杨戴/奔月__chunk004,杨戴/孤独者__chunk007,same,0.837144
杨戴/奔月__chunk004,杨戴/孤独者__chunk008,same,0.856600
杨戴/奔月__chunk004,杨戴/幸福的家庭__chunk001,same,0.853531
杨戴/奔月__chunk004,杨戴/幸福的家庭__chunk002,same,0.869367
杨戴/奔月__chunk004,杨戴/幸福的家庭__chunk003,same,0.860354
杨戴/奔月__chunk004,杨戴/故乡__chunk001,same,0.817345
杨戴/奔月__chunk004,杨戴/故乡__chunk002,same,0.845549
杨戴/奔月__chunk004,杨戴/故乡__chunk003,same,0.826655
杨戴/奔月__chunk004,杨戴/故乡__chunk004,same,0.856890
杨戴/奔月__chunk004,杨戴/明天__chunk001,same,0.858107
杨戴/奔月__chunk004,杨戴/明天__chunk002,same,0.829209
杨戴/奔月__chunk004,杨戴/明天__chunk003,same,0.804952
杨戴/奔月__chunk004,杨戴/狂人日记__chunk001,same,0.830433
杨戴/奔月__chunk004,杨戴/狂人日记__chunk002,same,0.786427
杨戴/奔月__chunk004,杨戴/狂人日记__chunk003,same,0.838662
杨戴/奔月__chunk004,杨戴/狂人日记__chunk004,same,0.808842
杨戴/奔月__chunk004,杨戴/社戏__chunk001,same,0.817001
杨戴/奔月__chunk004,杨戴/社戏__chunk002,same,0.816872
杨戴/奔月__chunk004,杨戴/社戏__chunk003,same,0.876622
杨戴/奔月__chunk004,杨戴/社戏__chunk004,same,0.871561
杨戴/奔月__chunk004,杨戴/祝福__chunk001,same,0.834595
杨戴/奔月__chunk004,杨戴/祝福__chunk002,same,0.749702
杨戴/奔月__chunk004,杨戴/祝福__chunk003,same,0.790060
杨戴/奔月__chunk004,杨戴/祝福__chunk004,same,0.794224
杨戴/奔月__chunk004,杨戴/祝福__chunk005,same,0.835969
杨戴/奔月__chunk004,杨戴/祝福__chunk006,same,0.824406
杨戴/奔月__chunk004,杨戴/祝福__chunk007,same,0.804193
杨戴/奔月__chunk004,杨戴/离婚__chunk001,same,0.867936
杨戴/奔月__chunk004,杨戴/离婚__chunk002,same,0.882051
杨戴/奔月__chunk004,杨戴/离婚__chunk003,same,0.868192
杨戴/奔月__chunk004,杨戴/肥皂__chunk001,same,0.832500
杨戴/奔月__chunk004,杨戴/肥皂__chunk002,same,0.851113
杨戴/奔月__chunk004,杨戴/肥皂__chunk003,same,0.881945
杨戴/奔月__chunk004,杨戴/肥皂__chunk004,same,0.900534
杨戴/奔月__chunk004,杨戴/药__chunk001,same,0.884391
杨戴/奔月__chunk004,杨戴/药__chunk002,same,0.887151
杨戴/奔月__chunk004,杨戴/药__chunk003,same,0.883580
杨戴/奔月__chunk004,杨戴/铸剑__chunk001,same,0.919568
杨戴/奔月__chunk004,杨戴/铸剑__chunk002,same,0.914563
杨戴/奔月__chunk004,杨戴/铸剑__chunk003,same,0.882424
杨戴/奔月__chunk004,杨戴/铸剑__chunk004,same,0.877039
杨戴/奔月__chunk004,杨戴/铸剑__chunk005,same,0.894364
杨戴/奔月__chunk004,杨戴/铸剑__chunk006,same,0.851520
杨戴/奔月__chunk004,杨戴/铸剑__chunk007,same,0.856276
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk001,same,0.810818
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk002,same,0.785890
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk003,same,0.799663
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk004,same,0.829045
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk005,same,0.811821
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk006,same,0.833694
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk007,same,0.839044
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk008,same,0.794613
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk009,same,0.833185
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk010,same,0.825892
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk011,same,0.797129
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk012,same,0.842971
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk013,same,0.865192
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk014,same,0.813596
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk015,same,0.838555
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk016,same,0.816493
杨戴/奔月__chunk004,杨戴/阿Q正传__chunk017,same,0.852153
杨戴/奔月__chunk004,杨戴/风波__chunk001,same,0.871823
杨戴/奔月__chunk004,杨戴/风波__chunk002,same,0.887533
杨戴/奔月__chunk004,杨戴/风波__chunk003,same,0.891477
杨戴/奔月__chunk004,蓝/伤逝__chunk001,cross,0.782927
杨戴/奔月__chunk004,蓝/伤逝__chunk002,cross,0.772028
杨戴/奔月__chunk004,蓝/伤逝__chunk003,cross,0.816150
杨戴/奔月__chunk004,蓝/伤逝__chunk004,cross,0.825289
杨戴/奔月__chunk004,蓝/伤逝__chunk005,cross,0.772371
杨戴/奔月__chunk004,蓝/伤逝__chunk006,cross,0.785351
杨戴/奔月__chunk004,蓝/伤逝__chunk007,cross,0.818031
杨戴/奔月__chunk004,蓝/在酒楼上__chunk001,cross,0.812182
杨戴/奔月__chunk004,蓝/在酒楼上__chunk002,cross,0.840375
杨戴/奔月__chunk004,蓝/在酒楼上__chunk003,cross,0.791420
杨戴/奔月__chunk004,蓝/在酒楼上__chunk004,cross,0.797415
杨戴/奔月__chunk004,蓝/奔月__chunk001,cross,0.901276
杨戴/奔月__chunk004,蓝/奔月__chunk002,cross,0.874527
杨戴/奔月__chunk004,蓝/奔月__chunk003,cross,0.890799
杨戴/奔月__chunk004,蓝/奔月__chunk004,cross,0.907587
杨戴/奔月__chunk004,蓝/孤独者__chunk001,cross,0.861562
杨戴/奔月__chunk004,蓝/孤独者__chunk002,cross,0.822724
杨戴/奔月__chunk004,蓝/孤独者__chunk003,cross,0.807681
杨戴/奔月__chunk004,蓝/孤独者__chunk004,cross,0.864020
杨戴/奔月__chunk004,蓝/孤独者__chunk005,cross,0.770603
杨戴/奔月__chunk004,蓝/孤独者__chunk006,cross,0.789694
杨戴/奔月__chunk004,蓝/孤独者__chunk007,cross,0.829651
杨戴/奔月__chunk004,蓝/孤独者__chunk008,cross,0.853532
杨戴/奔月__chunk004,蓝/幸福的家庭__chunk001,cross,0.845634
杨戴/奔月__chunk004,蓝/幸福的家庭__chunk002,cross,0.848881
杨戴/奔月__chunk004,蓝/幸福的家庭__chunk003,cross,0.771652
杨戴/奔月__chunk004,蓝/故乡__chunk001,cross,0.821341
杨戴/奔月__chunk004,蓝/故乡__chunk002,cross,0.836266
杨戴/奔月__chunk004,蓝/故乡__chunk003,cross,0.836092
杨戴/奔月__chunk004,蓝/明天__chunk001,cross,0.815948
杨戴/奔月__chunk004,蓝/明天__chunk002,cross,0.839111
杨戴/奔月__chunk004,蓝/狂人日记__chunk001,cross,0.821061
杨戴/奔月__chunk004,蓝/狂人日记__chunk002,cross,0.772779
杨戴/奔月__chunk004,蓝/狂人日记__chunk003,cross,0.861175
杨戴/奔月__chunk004,蓝/社戏__chunk001,cross,0.791974
杨戴/奔月__chunk004,蓝/社戏__chunk002,cross,0.813730
杨戴/奔月__chunk004,蓝/社戏__chunk003,cross,0.823733
杨戴/奔月__chunk004,蓝/社戏__chunk004,cross,0.862491
杨戴/奔月__chunk004,蓝/祝福__chunk001,cross,0.826154
杨戴/奔月__chunk004,蓝/祝福__chunk002,cross,0.756127
杨戴/奔月__chunk004,蓝/祝福__chunk003,cross,0.789744
杨戴/奔月__chunk004,蓝/祝福__chunk004,cross,0.830915
杨戴/奔月__chunk004,蓝/祝福__chunk005,cross,0.813343
杨戴/奔月__chunk004,蓝/祝福__chunk006,cross,0.820976
杨戴/奔月__chunk004,蓝/祝福__chunk007,cross,0.780397
杨戴/奔月__chunk004,蓝/离婚__chunk001,cross,0.865406
杨戴/奔月__chunk004,蓝/离婚__chunk002,cross,0.858169
杨戴/奔月__chunk004,蓝/离婚__chunk003,cross,0.810919
杨戴/奔月__chunk004,蓝/肥皂__chunk001,cross,0.825792
杨戴/奔月__chunk004,蓝/肥皂__chunk002,cross,0.837622
杨戴/奔月__chunk004,蓝/肥皂__chunk003,cross,0.837901
杨戴/奔月__chunk004,蓝/肥皂__chunk004,cross,0.836157
杨戴/奔月__chunk004,蓝/药__chunk001,cross,0.859082
杨戴/奔月__chunk004,蓝/药__chunk002,cross,0.872109
杨戴/奔月__chunk004,蓝/药__chunk003,cross,0.828431
杨戴/奔月__chunk004,蓝/铸剑__chunk001,cross,0.876224
杨戴/奔月__chunk004,蓝/铸剑__chunk002,cross,0.909809
杨戴/奔月__chunk004,蓝/铸剑__chunk003,cross,0.852191
杨戴/奔月__chunk004,蓝/铸剑__chunk004,cross,0.869154
杨戴/奔月__chunk004,蓝/铸剑__chunk005,cross,0.846328
杨戴/奔月__chunk004,蓝/铸剑__chunk006,cross,0.810899
杨戴/奔月__chunk004,蓝/铸剑__chunk007,cross,0.819139
杨戴/奔月__chunk004,蓝/阿Q正传__chunk001,cross,0.796383
杨戴/奔月__chunk004,蓝/阿Q正传__chunk002,cross,0.779938
杨戴/奔月__chunk004,蓝/阿Q正传__chunk003,cross,0.749296
杨戴/奔月__chunk004,蓝/阿Q正传__chunk004,cross,0.797809
杨戴/奔月__chunk004,蓝/阿Q正传__chunk005,cross,0.785961
杨戴/奔月__chunk004,蓝/阿Q正传__chunk006,cross,0.815112
杨戴/奔月__chunk004,蓝/阿Q正传__chunk007,cross,0.814685
杨戴/奔月__chunk004,蓝/阿Q正传__chunk008,cross,0.807876
杨戴/奔月__chunk004,蓝/阿Q正传__chunk009,cross,0.814600
杨戴/奔月__chunk004,蓝/阿Q正传__chunk010,cross,0.802949
杨戴/奔月__chunk004,蓝/阿Q正传__chunk011,cross,0.817463
杨戴/奔月__chunk004,蓝/阿Q正传__chunk012,cross,0.788939
杨戴/奔月__chunk004,蓝/阿Q正传__chunk013,cross,0.841056
杨戴/奔月__chunk004,蓝/阿Q正传__chunk014,cross,0.845389
杨戴/奔月__chunk004,蓝/阿Q正传__chunk015,cross,0.833420
杨戴/奔月__chunk004,蓝/阿Q正传__chunk016,cross,0.845403
杨戴/奔月__chunk004,蓝/阿Q正传__chunk017,cross,0.824612
杨戴/奔月__chunk004,蓝/风波__chunk001,cross,0.847693
杨戴/奔月__chunk004,蓝/风波__chunk002,cross,0.872798
杨戴/奔月__chunk004,蓝/风波__chunk003,cross,0.845301
杨戴/孤独者__chunk001,杨戴/孤独者__chunk002,same,0.925083
杨戴/孤独者__chunk001,杨戴/孤独者__chunk003,same,0.861528
杨戴/孤独者__chunk001,杨戴/孤独者__chunk004,same,0.823433
杨戴/孤独者__chunk001,杨戴/孤独者__chunk005,same,0.860075
杨戴/孤独者__chunk001,杨戴/孤独者__chunk006,same,0.756959
杨戴/孤独者__chunk001,杨戴/孤独者__chunk007,same,0.915966
杨戴/孤独者__chunk001,杨戴/孤独者__chunk008,same,0.913439
杨戴/孤独者__chunk001,杨戴/幸福的家庭__chunk001,same,0.853911
杨戴/孤独者__chunk001,杨戴/幸福的家庭__chunk002,same,0.867363
杨戴/孤独者__chunk001,杨戴/幸福的家庭__chunk003,same,0.845752
杨戴/孤独者__chunk001,杨戴/故乡__chunk001,same,0.870345
杨戴/孤独者__chunk001,杨戴/故乡__chunk002,same,0.887559
杨戴/孤独者__chunk001,杨戴/故乡__chunk003,same,0.859105
杨戴/孤独者__chunk001,杨戴/故乡__chunk004,same,0.879775
杨戴/孤独者__chunk001,杨戴/明天__chunk001,same,0.838634
杨戴/孤独者__chunk001,杨戴/明天__chunk002,same,0.843620
杨戴/孤独者__chunk001,杨戴/明天__chunk003,same,0.829346
杨戴/孤独者__chunk001,杨戴/狂人日记__chunk001,same,0.841748
杨戴/孤独者__chunk001,杨戴/狂人日记__chunk002,same,0.826696
杨戴/孤独者__chunk001,杨戴/狂人日记__chunk003,same,0.848836
杨戴/孤独者__chunk001,杨戴/狂人日记__chunk004,same,0.833247
杨戴/孤独者__chunk001,杨戴/社戏__chunk001,same,0.854400
杨戴/孤独者__chunk001,杨戴/社戏__chunk002,same,0.854418
杨戴/孤独者__chunk001,杨戴/社戏__chunk003,same,0.884425
杨戴/孤独者__chunk001,杨戴/社戏__chunk004,same,0.877490
杨戴/孤独者__chunk001,杨戴/祝福__chunk001,same,0.873477
杨戴/孤独者__chunk001,杨戴/祝福__chunk002,same,0.808781
杨戴/孤独者__chunk001,杨戴/祝福__chunk003,same,0.819625
杨戴/孤独者__chunk001,杨戴/祝福__chunk004,same,0.828269
杨戴/孤独者__chunk001,杨戴/祝福__chunk005,same,0.862472
杨戴/孤独者__chunk001,杨戴/祝福__chunk006,same,0.861060
杨戴/孤独者__chunk001,杨戴/祝福__chunk007,same,0.811311
杨戴/孤独者__chunk001,杨戴/离婚__chunk001,same,0.803310
杨戴/孤独者__chunk001,杨戴/离婚__chunk002,same,0.898939
杨戴/孤独者__chunk001,杨戴/离婚__chunk003,same,0.881621
杨戴/孤独者__chunk001,杨戴/肥皂__chunk001,same,0.848392
杨戴/孤独者__chunk001,杨戴/肥皂__chunk002,same,0.835054
杨戴/孤独者__chunk001,杨戴/肥皂__chunk003,same,0.821050
杨戴/孤独者__chunk001,杨戴/肥皂__chunk004,same,0.866365
杨戴/孤独者__chunk001,杨戴/药__chunk001,same,0.898095
杨戴/孤独者__chunk001,杨戴/药__chunk002,same,0.884163
杨戴/孤独者__chunk001,杨戴/药__chunk003,same,0.876385
杨戴/孤独者__chunk001,杨戴/铸剑__chunk001,same,0.903159
杨戴/孤独者__chunk001,杨戴/铸剑__chunk002,same,0.859698
杨戴/孤独者__chunk001,杨戴/铸剑__chunk003,same,0.896642
杨戴/孤独者__chunk001,杨戴/铸剑__chunk004,same,0.875560
杨戴/孤独者__chunk001,杨戴/铸剑__chunk005,same,0.865796
杨戴/孤独者__chunk001,杨戴/铸剑__chunk006,same,0.825880
杨戴/孤独者__chunk001,杨戴/铸剑__chunk007,same,0.877152
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk001,same,0.829787
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk002,same,0.832875
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk003,same,0.843808
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk004,same,0.863468
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk005,same,0.855415
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk006,same,0.887976
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk007,same,0.886603
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk008,same,0.844700
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk009,same,0.856067
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk010,same,0.871311
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk011,same,0.834675
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk012,same,0.854554
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk013,same,0.878959
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk014,same,0.840153
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk015,same,0.868656
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk016,same,0.856529
杨戴/孤独者__chunk001,杨戴/阿Q正传__chunk017,same,0.875445
杨戴/孤独者__chunk001,杨戴/风波__chunk001,same,0.916317
杨戴/孤独者__chunk001,杨戴/风波__chunk002,same,0.879605
杨戴/孤独者__chunk001,杨戴/风波__chunk003,same,0.899093
杨戴/孤独者__chunk001,蓝/伤逝__chunk001,cross,0.822235
杨戴/孤独者__chunk001,蓝/伤逝__chunk002,cross,0.831350
杨戴/孤独者__chunk001,蓝/伤逝__chunk003,cross,0.827730
杨戴/孤独者__chunk001,蓝/伤逝__chunk004,cross,0.866137
杨戴/孤独者__chunk001,蓝/伤逝__chunk005,cross,0.826320
杨戴/孤独者__chunk001,蓝/伤逝__chunk006,cross,0.834018
杨戴/孤独者__chunk001,蓝/伤逝__chunk007,cross,0.842168
杨戴/孤独者__chunk001,蓝/在酒楼上__chunk001,cross,0.875795
杨戴/孤独者__chunk001,蓝/在酒楼上__chunk002,cross,0.872661
杨戴/孤独者__chunk001,蓝/在酒楼上__chunk003,cross,0.827836
杨戴/孤独者__chunk001,蓝/在酒楼上__chunk004,cross,0.829237
杨戴/孤独者__chunk001,蓝/奔月__chunk001,cross,0.907598
杨戴/孤独者__chunk001,蓝/奔月__chunk002,cross,0.889718
杨戴/孤独者__chunk001,蓝/奔月__chunk003,cross,0.891103
杨戴/孤独者__chunk001,蓝/奔月__chunk004,cross,0.854236
杨戴/孤独者__chunk001,蓝/孤独者__chunk001,cross,0.935606
杨戴/孤独者__chunk001,蓝/孤独者__chunk002,cross,0.907783
杨戴/孤独者__chunk001,蓝/孤独者__chunk003,cross,0.874113
杨戴/孤独者__chunk001,蓝/孤独者__chunk004,cross,0.897017
杨戴/孤独者__chunk001,蓝/孤独者__chunk005,cross,0.825148
杨戴/孤独者__chunk001,蓝/孤独者__chunk006,cross,0.809693
杨戴/孤独者__chunk001,蓝/孤独者__chunk007,cross,0.892389
杨戴/孤独者__chunk001,蓝/孤独者__chunk008,cross,0.897774
杨戴/孤独者__chunk001,蓝/幸福的家庭__chunk001,cross,0.859319
杨戴/孤独者__chunk001,蓝/幸福的家庭__chunk002,cross,0.877375
杨戴/孤独者__chunk001,蓝/幸福的家庭__chunk003,cross,0.811549
杨戴/孤独者__chunk001,蓝/故乡__chunk001,cross,0.890445
杨戴/孤独者__chunk001,蓝/故乡__chunk002,cross,0.856533
杨戴/孤独者__chunk001,蓝/故乡__chunk003,cross,0.881555
杨戴/孤独者__chunk001,蓝/明天__chunk001,cross,0.864415
杨戴/孤独者__chunk001,蓝/明天__chunk002,cross,0.871303
杨戴/孤独者__chunk001,蓝/狂人日记__chunk001,cross,0.824367
杨戴/孤独者__chunk001,蓝/狂人日记__chunk002,cross,0.812875
杨戴/孤独者__chunk001,蓝/狂人日记__chunk003,cross,0.846785
杨戴/孤独者__chunk001,蓝/社戏__chunk001,cross,0.834922
杨戴/孤独者__chunk001,蓝/社戏__chunk002,cross,0.865842
杨戴/孤独者__chunk001,蓝/社戏__chunk003,cross,0.865087
杨戴/孤独者__chunk001,蓝/社戏__chunk004,cross,0.874510
杨戴/孤独者__chunk001,蓝/祝福__chunk001,cross,0.853875
杨戴/孤独者__chunk001,蓝/祝福__chunk002,cross,0.828206
杨戴/孤独者__chunk001,蓝/祝福__chunk003,cross,0.837418
杨戴/孤独者__chunk001,蓝/祝福__chunk004,cross,0.821738
杨戴/孤独者__chunk001,蓝/祝福__chunk005,cross,0.851428
杨戴/孤独者__chunk001,蓝/祝福__chunk006,cross,0.862332
杨戴/孤独者__chunk001,蓝/祝福__chunk007,cross,0.819355
杨戴/孤独者__chunk001,蓝/离婚__chunk001,cross,0.839328
杨戴/孤独者__chunk001,蓝/离婚__chunk002,cross,0.882936
杨戴/孤独者__chunk001,蓝/离婚__chunk003,cross,0.846816
杨戴/孤独者__chunk001,蓝/肥皂__chunk001,cross,0.867532
杨戴/孤独者__chunk001,蓝/肥皂__chunk002,cross,0.878669
杨戴/孤独者__chunk001,蓝/肥皂__chunk003,cross,0.842682
杨戴/孤独者__chunk001,蓝/肥皂__chunk004,cross,0.849386
杨戴/孤独者__chunk001,蓝/药__chunk001,cross,0.862500
杨戴/孤独者__chunk001,蓝/药__chunk002,cross,0.859035
杨戴/孤独者__chunk001,蓝/药__chunk003,cross,0.839138
杨戴/孤独者__chunk001,蓝/铸剑__chunk001,cross,0.898997
杨戴/孤独者__chunk001,蓝/铸剑__chunk002,cross,0.890989
杨戴/孤独者__chunk001,蓝/铸剑__chunk003,cross,0.880105
杨戴/孤独者__chunk001,蓝/铸剑__chunk004,cross,0.888105
杨戴/孤独者__chunk001,蓝/铸剑__chunk005,cross,0.867210
杨戴/孤独者__chunk001,蓝/铸剑__chunk006,cross,0.828110
杨戴/孤独者__chunk001,蓝/铸剑__chunk007,cross,0.838376
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk001,cross,0.828842
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk002,cross,0.844378
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk003,cross,0.803688
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk004,cross,0.865676
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk005,cross,0.840916
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk006,cross,0.876943
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk007,cross,0.858850
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk008,cross,0.863857
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk009,cross,0.858300
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk010,cross,0.851565
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk011,cross,0.860476
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk012,cross,0.824074
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk013,cross,0.881274
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk014,cross,0.890403
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk015,cross,0.880561
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk016,cross,0.851651
杨戴/孤独者__chunk001,蓝/阿Q正传__chunk017,cross,0.839979
杨戴/孤独者__chunk001,蓝/风波__chunk001,cross,0.879549
杨戴/孤独者__chunk001,蓝/风波__chunk002,cross,0.919700
杨戴/孤独者__chunk001,蓝/风波__chunk003,cross,0.870351
杨戴/孤独者__chunk002,杨戴/孤独者__chunk003,same,0.872143
杨戴/孤独者__chunk002,杨戴/孤独者__chunk004,same,0.839927
杨戴/孤独者__chunk002,杨戴/孤独者__chunk005,same,0.872411
杨戴/孤独者__chunk002,杨戴/孤独者__chunk006,same,0.793776
杨戴/孤独者__chunk002,杨戴/孤独者__chunk007,same,0.912917
杨戴/孤独者__chunk002,杨戴/孤独者__chunk008,same,0.889287
杨戴/孤独者__chunk002,杨戴/幸福的家庭__chunk001,same,0.856339
杨戴/孤独者__chunk002,杨戴/幸福的家庭__chunk002,same,0.857346
杨戴/孤独者__chunk002,杨戴/幸福的家庭__chunk003,same,0.857637
杨戴/孤独者__chunk002,杨戴/故乡__chunk001,same,0.850523
杨戴/孤独者__chunk002,杨戴/故乡__chunk002,same,0.900984
杨戴/孤独者__chunk002,杨戴/故乡__chunk003,same,0.872357
杨戴/孤独者__chunk002,杨戴/故乡__chunk004,same,0.871695
杨戴/孤独者__chunk002,杨戴/明天__chunk001,same,0.813573
杨戴/孤独者__chunk002,杨戴/明天__chunk002,same,0.814740
杨戴/孤独者__chunk002,杨戴/明天__chunk003,same,0.805432
杨戴/孤独者__chunk002,杨戴/狂人日记__chunk001,same,0.849523
杨戴/孤独者__chunk002,杨戴/狂人日记__chunk002,same,0.842534
杨戴/孤独者__chunk002,杨戴/狂人日记__chunk003,same,0.876052
杨戴/孤独者__chunk002,杨戴/狂人日记__chunk004,same,0.865786
杨戴/孤独者__chunk002,杨戴/社戏__chunk001,same,0.852247
杨戴/孤独者__chunk002,杨戴/社戏__chunk002,same,0.842817
杨戴/孤独者__chunk002,杨戴/社戏__chunk003,same,0.860293
杨戴/孤独者__chunk002,杨戴/社戏__chunk004,same,0.826038
杨戴/孤独者__chunk002,杨戴/祝福__chunk001,same,0.864016
杨戴/孤独者__chunk002,杨戴/祝福__chunk002,same,0.820935
杨戴/孤独者__chunk002,杨戴/祝福__chunk003,same,0.801650
杨戴/孤独者__chunk002,杨戴/祝福__chunk004,same,0.819066
